Workflow_ID,Process_Name,Process_Step,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Delay_Minutes,Approval_Level,Employee_Workload,Cost_Per_Task
WF_1872,Purchase Order,4,TASK_1872,Approval,Low,IT,EMP_39,11/10/2024 1:31,11/10/2024 5:19,210,228,1,18,Level 1,8,$488.31
WF_1873,Purchase Order,1,TASK_1873,Data Entry,Critical,Operations,EMP_101,12/22/2024 4:50,12/22/2024 7:35,51,165,1,114,Level 3,7,$410.86
WF_1874,HR Onboarding,4,TASK_1874,Approval,Medium,Operations,EMP_107,7/27/2024 10:36,7/27/2024 13:13,154,157,1,3,Level 3,2,$496.10
WF_1875,HR Onboarding,5,TASK_1875,Escalation,Medium,Finance,EMP_11,8/9/2024 13:28,8/9/2024 17:28,177,240,1,63,Level 3,5,$183.72
WF_1876,Purchase Order,4,TASK_1876,Approval,Low,HR,EMP_29,7/3/2024 20:39,7/3/2024 22:15,21,96,1,75,Level 2,1,$299.16
WF_1877,Customer Complaint,5,TASK_1877,Escalation,Low,HR,EMP_38,4/7/2024 9:20,4/7/2024 11:55,126,155,1,29,Level 3,7,$499.48
WF_1878,IT Support Ticket,4,TASK_1878,Approval,Low,Operations,EMP_78,7/31/2024 5:14,7/31/2024 8:07,75,173,1,98,Level 2,9,$496.54
WF_1879,Customer Complaint,4,TASK_1879,Approval,High,Customer Service,EMP_121,10/23/2024 22:05,10/23/2024 22:55,17,50,1,33,Level 1,5,$364.96
WF_1880,IT Support Ticket,4,TASK_1880,Approval,Low,Operations,EMP_38,4/13/2024 14:54,4/13/2024 19:19,193,265,1,72,Level 1,5,$96.18
WF_1881,Purchase Order,5,TASK_1881,Escalation,Critical,Finance,EMP_84,7/20/2024 1:07,7/20/2024 4:53,175,226,1,51,Level 3,8,$466.27
WF_1882,Purchase Order,2,TASK_1882,Validation,Low,IT,EMP_61,10/8/2024 21:31,10/8/2024 23:11,87,100,1,13,Level 1,1,$67.71
WF_1883,Customer Complaint,4,TASK_1883,Approval,Low,IT,EMP_18,3/16/2024 6:42,3/16/2024 10:31,218,229,1,11,Level 1,4,$279.24
WF_1884,Invoice Approval,4,TASK_1884,Approval,Critical,Finance,EMP_36,1/10/2024 14:19,1/10/2024 18:39,143,260,1,117,Level 2,6,$270.90
WF_1885,Customer Complaint,3,TASK_1885,Review,Low,Finance,EMP_2,6/6/2024 2:26,6/6/2024 4:38,68,132,1,64,Level 1,9,$66.60
WF_1886,Purchase Order,5,TASK_1886,Escalation,High,Finance,EMP_149,3/21/2024 8:04,3/21/2024 11:08,82,184,1,102,Level 2,6,$351.31
WF_1887,HR Onboarding,1,TASK_1887,Data Entry,Low,Finance,EMP_70,2/29/2024 14:07,2/29/2024 18:21,187,254,1,67,Level 1,5,$60.75
WF_1888,Customer Complaint,1,TASK_1888,Data Entry,High,HR,EMP_8,10/16/2024 10:39,10/16/2024 12:39,116,120,1,4,Level 1,10,$387.57
WF_1889,HR Onboarding,3,TASK_1889,Review,Medium,HR,EMP_123,1/21/2024 10:57,1/21/2024 14:51,222,234,1,12,Level 3,7,$115.84
WF_1890,Invoice Approval,5,TASK_1890,Escalation,Low,Customer Service,EMP_128,7/30/2024 20:07,7/30/2024 21:30,36,83,1,47,Level 2,4,$376.18
WF_1891,Customer Complaint,4,TASK_1891,Approval,High,Finance,EMP_106,4/12/2024 20:44,4/12/2024 23:03,109,139,1,30,Level 1,7,$244.33
WF_1892,IT Support Ticket,3,TASK_1892,Review,Critical,Customer Service,EMP_125,2/21/2024 21:25,2/22/2024 1:38,224,253,1,29,Level 1,5,$359.69
WF_1893,IT Support Ticket,1,TASK_1893,Data Entry,Medium,Operations,EMP_71,2/25/2024 6:12,2/25/2024 9:50,131,218,1,87,Level 3,2,$419.65
WF_1894,IT Support Ticket,5,TASK_1894,Escalation,Low,HR,EMP_16,5/14/2024 16:48,5/14/2024 22:14,210,326,1,116,Level 1,8,$310.62
WF_1895,HR Onboarding,3,TASK_1895,Review,Medium,IT,EMP_26,6/4/2024 21:55,6/5/2024 0:10,81,135,1,54,Level 2,2,$292.14
WF_1896,IT Support Ticket,3,TASK_1896,Review,Critical,Customer Service,EMP_37,3/7/2024 3:42,3/7/2024 8:55,216,313,1,97,Level 1,4,$445.15
WF_1897,Purchase Order,5,TASK_1897,Escalation,Medium,Customer Service,EMP_125,3/4/2024 19:42,3/4/2024 21:20,51,98,1,47,Level 3,7,$197.16
WF_1898,Invoice Approval,5,TASK_1898,Escalation,High,Finance,EMP_100,8/31/2024 16:44,8/31/2024 17:32,49,48,0,0,Level 2,1,$295.21
WF_1899,Invoice Approval,2,TASK_1899,Validation,Medium,HR,EMP_55,6/19/2024 16:18,6/19/2024 20:50,208,272,1,64,Level 2,9,$82.97
WF_1900,HR Onboarding,3,TASK_1900,Review,High,Finance,EMP_71,7/22/2024 6:31,7/22/2024 8:00,11,89,1,78,Level 2,4,$96.31
WF_1901,Customer Complaint,2,TASK_1901,Validation,Medium,HR,EMP_59,7/4/2024 20:34,7/4/2024 22:07,55,93,1,38,Level 1,1,$65.43
WF_1902,Invoice Approval,2,TASK_1902,Validation,High,Customer Service,EMP_63,8/15/2024 16:27,8/15/2024 19:16,77,169,1,92,Level 2,1,$201.38
WF_1903,IT Support Ticket,3,TASK_1903,Review,Critical,Operations,EMP_82,5/29/2024 15:06,5/29/2024 19:53,192,287,1,95,Level 1,2,$188.40
WF_1904,HR Onboarding,5,TASK_1904,Escalation,Critical,Finance,EMP_28,3/12/2024 8:44,3/12/2024 11:34,64,170,1,106,Level 3,8,$342.09
WF_1905,Purchase Order,4,TASK_1905,Approval,Critical,IT,EMP_54,6/9/2024 4:01,6/9/2024 7:12,187,191,1,4,Level 1,4,$412.01
WF_1906,Invoice Approval,2,TASK_1906,Validation,High,IT,EMP_95,5/31/2024 3:41,5/31/2024 8:18,180,277,1,97,Level 1,6,$347.26
WF_1907,Customer Complaint,1,TASK_1907,Data Entry,High,HR,EMP_93,6/16/2024 3:15,6/16/2024 4:56,76,101,1,25,Level 1,5,$89.84
WF_1908,HR Onboarding,5,TASK_1908,Escalation,High,Operations,EMP_56,3/7/2024 18:14,3/7/2024 21:23,69,189,1,120,Level 2,4,$164.08
WF_1909,Invoice Approval,2,TASK_1909,Validation,Critical,Operations,EMP_145,8/30/2024 7:51,8/30/2024 11:24,208,213,1,5,Level 2,5,$251.03
WF_1910,Customer Complaint,5,TASK_1910,Escalation,Medium,Operations,EMP_104,10/5/2024 18:45,10/5/2024 22:40,145,235,1,90,Level 2,1,$245.32
WF_1911,Customer Complaint,5,TASK_1911,Escalation,High,HR,EMP_96,3/1/2024 5:32,3/1/2024 10:13,201,281,1,80,Level 2,6,$427.55
WF_1912,Invoice Approval,4,TASK_1912,Approval,Low,HR,EMP_26,1/11/2024 15:35,1/11/2024 20:03,218,268,1,50,Level 1,9,$187.90
WF_1913,Purchase Order,2,TASK_1913,Validation,High,IT,EMP_134,9/17/2024 17:49,9/17/2024 20:40,119,171,1,52,Level 1,10,$78.52
WF_1914,IT Support Ticket,4,TASK_1914,Approval,Low,Finance,EMP_116,8/6/2024 14:45,8/6/2024 15:54,60,69,1,9,Level 3,1,$435.24
WF_1915,Purchase Order,4,TASK_1915,Approval,Critical,IT,EMP_146,7/18/2024 19:57,7/18/2024 22:57,97,180,1,83,Level 2,7,$379.64
WF_1916,HR Onboarding,1,TASK_1916,Data Entry,Critical,Finance,EMP_87,1/10/2024 9:31,1/10/2024 12:40,80,189,1,109,Level 2,10,$437.71
WF_1917,Invoice Approval,4,TASK_1917,Approval,High,Finance,EMP_51,3/1/2024 23:45,3/2/2024 0:21,16,36,1,20,Level 2,10,$304.67
WF_1918,Invoice Approval,2,TASK_1918,Validation,Low,Customer Service,EMP_37,11/7/2024 16:11,11/7/2024 19:00,94,169,1,75,Level 2,1,$163.57
WF_1919,IT Support Ticket,2,TASK_1919,Validation,Medium,IT,EMP_84,11/1/2024 17:48,11/1/2024 21:43,183,235,1,52,Level 2,8,$219.98
WF_1920,Invoice Approval,5,TASK_1920,Escalation,Low,Operations,EMP_32,12/21/2024 18:21,12/21/2024 19:43,24,82,1,58,Level 1,1,$157.10
WF_1921,IT Support Ticket,1,TASK_1921,Data Entry,Critical,IT,EMP_57,12/26/2024 11:55,12/26/2024 15:08,191,193,1,2,Level 3,5,$387.61
WF_1922,HR Onboarding,3,TASK_1922,Review,Critical,Customer Service,EMP_136,3/14/2024 6:00,3/14/2024 8:12,29,132,1,103,Level 3,2,$171.98
WF_1923,Customer Complaint,1,TASK_1923,Data Entry,Medium,Customer Service,EMP_37,7/31/2024 1:31,7/31/2024 3:17,41,106,1,65,Level 1,1,$57.54
WF_1924,HR Onboarding,1,TASK_1924,Data Entry,Medium,Operations,EMP_119,1/27/2024 10:52,1/27/2024 15:56,204,304,1,100,Level 1,3,$246.76
WF_1925,IT Support Ticket,2,TASK_1925,Validation,Medium,IT,EMP_10,3/1/2024 21:02,3/2/2024 0:07,174,185,1,11,Level 3,6,$274.64
WF_1926,IT Support Ticket,3,TASK_1926,Review,Medium,Customer Service,EMP_104,11/12/2024 10:05,11/12/2024 11:35,20,90,1,70,Level 1,10,$70.02
WF_1927,HR Onboarding,3,TASK_1927,Review,High,HR,EMP_18,7/26/2024 6:18,7/26/2024 7:51,37,93,1,56,Level 1,4,$65.63
WF_1928,Purchase Order,2,TASK_1928,Validation,Critical,Finance,EMP_88,8/15/2024 22:28,8/16/2024 0:27,122,119,0,0,Level 2,10,$497.34
WF_1929,IT Support Ticket,1,TASK_1929,Data Entry,Low,IT,EMP_37,10/18/2024 23:47,10/19/2024 1:30,88,103,1,15,Level 3,4,$496.87
WF_1930,Purchase Order,4,TASK_1930,Approval,Low,HR,EMP_64,7/16/2024 20:38,7/17/2024 1:29,238,291,1,53,Level 2,4,$187.97
WF_1931,IT Support Ticket,3,TASK_1931,Review,Low,IT,EMP_137,2/27/2024 9:20,2/27/2024 11:41,139,141,1,2,Level 1,7,$199.63
WF_1932,Invoice Approval,2,TASK_1932,Validation,Low,IT,EMP_84,9/6/2024 23:09,9/7/2024 1:37,125,148,1,23,Level 1,5,$159.67
WF_1933,HR Onboarding,3,TASK_1933,Review,Critical,Customer Service,EMP_150,9/4/2024 9:22,9/4/2024 13:20,202,238,1,36,Level 2,6,$271.58
WF_1934,Invoice Approval,5,TASK_1934,Escalation,High,HR,EMP_23,3/8/2024 7:59,3/8/2024 9:39,94,100,1,6,Level 2,7,$329.72
WF_1935,Invoice Approval,5,TASK_1935,Escalation,Critical,Customer Service,EMP_147,9/30/2024 6:33,9/30/2024 9:20,66,167,1,101,Level 2,10,$114.48
WF_1936,HR Onboarding,3,TASK_1936,Review,Critical,Operations,EMP_102,12/28/2024 22:46,12/29/2024 2:53,175,247,1,72,Level 2,6,$103.09
WF_1937,Invoice Approval,2,TASK_1937,Validation,Medium,Operations,EMP_100,1/2/2024 23:30,1/3/2024 2:36,174,186,1,12,Level 1,1,$273.97
WF_1938,Invoice Approval,3,TASK_1938,Review,Low,Customer Service,EMP_110,10/31/2024 9:54,10/31/2024 12:59,117,185,1,68,Level 3,6,$474.30
WF_1939,HR Onboarding,3,TASK_1939,Review,Medium,Customer Service,EMP_22,1/29/2024 14:17,1/29/2024 16:53,131,156,1,25,Level 3,5,$153.79
WF_1940,Purchase Order,1,TASK_1940,Data Entry,Low,IT,EMP_30,12/21/2024 17:27,12/21/2024 20:36,185,189,1,4,Level 2,4,$86.70
WF_1941,Purchase Order,1,TASK_1941,Data Entry,Medium,Operations,EMP_39,1/21/2024 20:10,1/21/2024 21:15,20,65,1,45,Level 3,6,$58.47
WF_1942,Customer Complaint,2,TASK_1942,Validation,Medium,HR,EMP_103,11/8/2024 6:11,11/8/2024 9:15,187,184,0,0,Level 2,7,$207.73
WF_1943,Purchase Order,4,TASK_1943,Approval,Critical,Finance,EMP_149,4/8/2024 4:51,4/8/2024 9:15,193,264,1,71,Level 3,8,$477.34
WF_1944,Customer Complaint,4,TASK_1944,Approval,Medium,Finance,EMP_29,1/17/2024 14:00,1/17/2024 18:48,223,288,1,65,Level 1,7,$367.22
WF_1945,Customer Complaint,5,TASK_1945,Escalation,Low,Customer Service,EMP_142,7/13/2024 12:23,7/13/2024 14:03,24,100,1,76,Level 2,7,$236.07
WF_1946,Customer Complaint,3,TASK_1946,Review,Low,IT,EMP_85,10/11/2024 9:04,10/11/2024 12:50,193,226,1,33,Level 2,6,$257.50
WF_1947,IT Support Ticket,5,TASK_1947,Escalation,High,Finance,EMP_61,11/30/2024 16:27,11/30/2024 19:35,115,188,1,73,Level 3,3,$341.57
WF_1948,Purchase Order,4,TASK_1948,Approval,Critical,Operations,EMP_91,8/21/2024 13:27,8/21/2024 17:43,204,256,1,52,Level 1,4,$164.47
WF_1949,Purchase Order,5,TASK_1949,Escalation,Medium,Finance,EMP_53,6/25/2024 5:48,6/25/2024 7:28,42,100,1,58,Level 3,4,$480.92
WF_1950,IT Support Ticket,4,TASK_1950,Approval,Low,Operations,EMP_35,12/29/2024 16:59,12/29/2024 20:41,121,222,1,101,Level 3,5,$362.96
WF_1951,Invoice Approval,5,TASK_1951,Escalation,Medium,HR,EMP_137,12/20/2024 14:43,12/20/2024 18:33,189,230,1,41,Level 2,6,$156.52
WF_1952,HR Onboarding,1,TASK_1952,Data Entry,Medium,Finance,EMP_47,2/13/2024 18:40,2/13/2024 21:24,159,164,1,5,Level 1,9,$291.52
WF_1953,Customer Complaint,1,TASK_1953,Data Entry,High,Customer Service,EMP_135,2/17/2024 20:09,2/18/2024 1:48,232,339,1,107,Level 2,1,$330.63
WF_1954,HR Onboarding,5,TASK_1954,Escalation,Medium,Finance,EMP_110,1/5/2024 12:50,1/5/2024 16:34,222,224,1,2,Level 3,8,$328.95
WF_1955,Invoice Approval,2,TASK_1955,Validation,Medium,IT,EMP_121,10/14/2024 4:40,10/14/2024 7:31,95,171,1,76,Level 2,7,$219.52
WF_1956,IT Support Ticket,3,TASK_1956,Review,High,Finance,EMP_124,7/3/2024 19:36,7/3/2024 22:23,150,167,1,17,Level 3,8,$261.73
WF_1957,IT Support Ticket,4,TASK_1957,Approval,High,Operations,EMP_5,9/2/2024 18:51,9/2/2024 20:19,33,88,1,55,Level 2,5,$428.58
WF_1958,IT Support Ticket,3,TASK_1958,Review,High,Customer Service,EMP_135,6/6/2024 23:35,6/7/2024 1:44,46,129,1,83,Level 1,8,$275.96
WF_1959,Invoice Approval,3,TASK_1959,Review,Low,Operations,EMP_69,8/24/2024 18:33,8/24/2024 22:39,126,246,1,120,Level 2,3,$79.85
WF_1960,IT Support Ticket,3,TASK_1960,Review,Medium,Finance,EMP_88,2/7/2024 12:33,2/7/2024 17:20,197,287,1,90,Level 3,3,$173.67
WF_1961,Customer Complaint,5,TASK_1961,Escalation,Critical,Finance,EMP_146,5/28/2024 18:28,5/28/2024 22:07,203,219,1,16,Level 3,2,$464.42
WF_1962,HR Onboarding,2,TASK_1962,Validation,Low,IT,EMP_104,2/20/2024 16:46,2/20/2024 19:58,132,192,1,60,Level 2,1,$266.27
WF_1963,Purchase Order,1,TASK_1963,Data Entry,Low,Operations,EMP_10,5/28/2024 4:11,5/28/2024 6:47,94,156,1,62,Level 1,2,$87.98
WF_1964,IT Support Ticket,3,TASK_1964,Review,Low,IT,EMP_110,5/28/2024 13:56,5/28/2024 18:16,166,260,1,94,Level 3,6,$135.94
WF_1965,Customer Complaint,5,TASK_1965,Escalation,Low,IT,EMP_97,2/18/2024 8:35,2/18/2024 12:01,97,206,1,109,Level 3,9,$373.72
WF_1966,IT Support Ticket,3,TASK_1966,Review,Low,IT,EMP_21,11/19/2024 16:32,11/19/2024 20:37,146,245,1,99,Level 3,7,$138.56
WF_1967,Invoice Approval,1,TASK_1967,Data Entry,Critical,IT,EMP_112,3/4/2024 15:22,3/4/2024 21:16,237,354,1,117,Level 2,10,$258.76
WF_1968,IT Support Ticket,4,TASK_1968,Approval,Medium,IT,EMP_40,12/15/2024 18:41,12/15/2024 19:45,42,64,1,22,Level 3,10,$170.86
WF_1969,Purchase Order,5,TASK_1969,Escalation,Critical,IT,EMP_26,8/26/2024 22:20,8/27/2024 2:26,188,246,1,58,Level 1,4,$258.86
WF_1970,Customer Complaint,1,TASK_1970,Data Entry,Critical,Customer Service,EMP_54,3/8/2024 19:05,3/8/2024 23:09,234,244,1,10,Level 1,2,$369.89
WF_1971,HR Onboarding,1,TASK_1971,Data Entry,Critical,Operations,EMP_15,10/10/2024 10:59,10/10/2024 12:52,114,113,0,0,Level 2,7,$452.75
WF_1972,Customer Complaint,2,TASK_1972,Validation,Low,Finance,EMP_143,6/14/2024 21:27,6/15/2024 0:33,112,186,1,74,Level 2,5,$324.07
WF_1973,Customer Complaint,4,TASK_1973,Approval,Low,Customer Service,EMP_28,4/6/2024 20:16,4/6/2024 21:50,97,94,0,0,Level 2,7,$298.56
WF_1974,Customer Complaint,5,TASK_1974,Escalation,High,IT,EMP_143,4/9/2024 13:02,4/9/2024 17:24,156,262,1,106,Level 2,10,$432.97
WF_1975,HR Onboarding,1,TASK_1975,Data Entry,Medium,Customer Service,EMP_117,4/17/2024 2:50,4/17/2024 7:26,156,276,1,120,Level 1,3,$448.35
WF_1976,HR Onboarding,1,TASK_1976,Data Entry,Medium,Customer Service,EMP_30,9/24/2024 5:56,9/24/2024 7:18,37,82,1,45,Level 2,9,$393.88
WF_1977,Customer Complaint,1,TASK_1977,Data Entry,Low,Operations,EMP_94,5/16/2024 14:57,5/16/2024 16:28,17,91,1,74,Level 2,9,$59.35
WF_1978,IT Support Ticket,1,TASK_1978,Data Entry,Critical,HR,EMP_13,4/5/2024 12:03,4/5/2024 15:17,169,194,1,25,Level 2,9,$471.39
WF_1979,HR Onboarding,1,TASK_1979,Data Entry,Medium,Finance,EMP_139,5/11/2024 12:01,5/11/2024 13:32,63,91,1,28,Level 2,10,$154.39
WF_1980,Purchase Order,1,TASK_1980,Data Entry,Medium,HR,EMP_122,1/31/2024 12:18,1/31/2024 15:26,90,188,1,98,Level 1,8,$331.84
WF_1981,HR Onboarding,1,TASK_1981,Data Entry,High,Finance,EMP_61,11/30/2024 22:34,12/1/2024 1:50,118,196,1,78,Level 3,5,$68.24
WF_1982,HR Onboarding,1,TASK_1982,Data Entry,High,IT,EMP_95,8/5/2024 7:00,8/5/2024 12:34,214,334,1,120,Level 3,9,$225.40
WF_1983,Invoice Approval,4,TASK_1983,Approval,Medium,Customer Service,EMP_8,10/5/2024 21:11,10/6/2024 1:17,173,246,1,73,Level 3,9,$323.35
WF_1984,Customer Complaint,5,TASK_1984,Escalation,Critical,IT,EMP_19,12/2/2024 7:44,12/2/2024 13:25,230,341,1,111,Level 1,2,$353.33
WF_1985,HR Onboarding,3,TASK_1985,Review,Low,IT,EMP_2,3/14/2024 23:14,3/15/2024 1:29,38,135,1,97,Level 2,1,$439.46
WF_1986,Invoice Approval,1,TASK_1986,Data Entry,High,Operations,EMP_82,4/15/2024 2:42,4/15/2024 6:01,176,199,1,23,Level 3,4,$457.66
WF_1987,Invoice Approval,3,TASK_1987,Review,Low,Operations,EMP_115,3/12/2024 9:23,3/12/2024 12:19,175,176,1,1,Level 1,7,$234.13
WF_1988,IT Support Ticket,1,TASK_1988,Data Entry,Critical,HR,EMP_21,10/1/2024 2:20,10/1/2024 4:24,50,124,1,74,Level 2,10,$258.68
WF_1989,IT Support Ticket,4,TASK_1989,Approval,Critical,Operations,EMP_139,8/23/2024 14:53,8/23/2024 17:40,155,167,1,12,Level 3,6,$377.81
WF_1990,HR Onboarding,3,TASK_1990,Review,Low,IT,EMP_110,6/29/2024 21:31,6/29/2024 22:17,46,46,0,0,Level 3,7,$406.31
WF_1991,Customer Complaint,5,TASK_1991,Escalation,Medium,IT,EMP_21,3/15/2024 1:22,3/15/2024 3:14,81,112,1,31,Level 3,5,$87.58
WF_1992,Customer Complaint,1,TASK_1992,Data Entry,High,IT,EMP_34,4/30/2024 9:52,4/30/2024 15:11,213,319,1,106,Level 1,5,$274.01
WF_1993,Invoice Approval,4,TASK_1993,Approval,Low,HR,EMP_83,2/15/2024 1:56,2/15/2024 4:52,84,176,1,92,Level 3,8,$80.71
WF_1994,Invoice Approval,3,TASK_1994,Review,Critical,Operations,EMP_86,3/15/2024 20:05,3/15/2024 21:45,21,100,1,79,Level 1,1,$234.60
WF_1995,Purchase Order,4,TASK_1995,Approval,Low,IT,EMP_94,4/11/2024 3:26,4/11/2024 7:40,215,254,1,39,Level 2,5,$246.40
WF_1996,Invoice Approval,4,TASK_1996,Approval,Medium,Customer Service,EMP_102,11/24/2024 6:11,11/24/2024 9:33,111,202,1,91,Level 1,10,$136.81
WF_1997,Customer Complaint,5,TASK_1997,Escalation,Low,IT,EMP_28,4/24/2024 20:03,4/24/2024 22:09,113,126,1,13,Level 2,5,$309.17
WF_1998,Purchase Order,1,TASK_1998,Data Entry,High,HR,EMP_40,10/4/2024 5:58,10/4/2024 10:59,196,301,1,105,Level 3,6,$361.97
WF_1999,Purchase Order,2,TASK_1999,Validation,Medium,Customer Service,EMP_139,11/15/2024 3:42,11/15/2024 6:53,185,191,1,6,Level 2,2,$428.48
WF_2000,HR Onboarding,4,TASK_2000,Approval,Medium,IT,EMP_57,7/9/2024 5:55,7/9/2024 7:41,46,106,1,60,Level 3,3,$368.66
WF_2001,Customer Complaint,1,TASK_2001,Data Entry,Low,IT,EMP_38,1/29/2024 10:45,1/29/2024 13:34,123,169,1,46,Level 1,5,$387.53
WF_2002,IT Support Ticket,5,TASK_2002,Escalation,Low,Finance,EMP_102,3/26/2024 16:39,3/26/2024 18:19,19,100,1,81,Level 2,2,$301.56
WF_2003,HR Onboarding,4,TASK_2003,Approval,Low,HR,EMP_67,1/12/2024 15:45,1/12/2024 20:29,225,284,1,59,Level 1,1,$281.34
WF_2004,HR Onboarding,1,TASK_2004,Data Entry,Low,Operations,EMP_2,9/4/2024 23:13,9/5/2024 4:02,219,289,1,70,Level 3,10,$233.98
WF_2005,HR Onboarding,3,TASK_2005,Review,High,IT,EMP_43,10/28/2024 9:24,10/28/2024 12:16,55,172,1,117,Level 2,9,$425.99
WF_2006,Purchase Order,3,TASK_2006,Review,High,Finance,EMP_66,6/3/2024 11:03,6/3/2024 12:15,27,72,1,45,Level 3,10,$137.36
WF_2007,Purchase Order,5,TASK_2007,Escalation,High,HR,EMP_10,3/3/2024 0:51,3/3/2024 3:22,63,151,1,88,Level 3,1,$54.21
WF_2008,HR Onboarding,4,TASK_2008,Approval,High,IT,EMP_140,6/12/2024 4:30,6/12/2024 10:09,222,339,1,117,Level 2,6,$308.66
WF_2009,IT Support Ticket,3,TASK_2009,Review,High,Finance,EMP_31,1/14/2024 15:35,1/14/2024 16:33,18,58,1,40,Level 3,3,$454.29
WF_2010,IT Support Ticket,3,TASK_2010,Review,High,Finance,EMP_110,4/3/2024 5:17,4/3/2024 7:59,109,162,1,53,Level 1,9,$212.42
WF_2011,HR Onboarding,3,TASK_2011,Review,Critical,Operations,EMP_133,4/1/2024 4:39,4/1/2024 5:54,68,75,1,7,Level 3,7,$228.72
WF_2012,Customer Complaint,4,TASK_2012,Approval,Critical,IT,EMP_29,9/26/2024 13:29,9/26/2024 15:03,94,94,0,0,Level 1,1,$213.22
WF_2013,Invoice Approval,4,TASK_2013,Approval,Critical,Operations,EMP_120,3/3/2024 12:27,3/3/2024 15:03,107,156,1,49,Level 3,1,$335.49
WF_2014,Purchase Order,1,TASK_2014,Data Entry,Medium,IT,EMP_138,8/8/2024 5:12,8/8/2024 10:40,219,328,1,109,Level 2,1,$430.01
WF_2015,HR Onboarding,1,TASK_2015,Data Entry,Medium,HR,EMP_4,9/2/2024 20:33,9/2/2024 23:34,169,181,1,12,Level 3,5,$125.19
WF_2016,Purchase Order,3,TASK_2016,Review,Low,Finance,EMP_98,10/19/2024 15:02,10/19/2024 17:12,53,130,1,77,Level 1,9,$389.08
WF_2017,HR Onboarding,2,TASK_2017,Validation,Critical,IT,EMP_43,2/1/2024 2:15,2/1/2024 7:06,180,291,1,111,Level 3,9,$130.97
WF_2018,Customer Complaint,4,TASK_2018,Approval,Critical,IT,EMP_104,10/10/2024 16:35,10/10/2024 19:56,145,201,1,56,Level 1,7,$327.21
WF_2019,Purchase Order,1,TASK_2019,Data Entry,Low,HR,EMP_47,10/21/2024 14:05,10/21/2024 18:22,232,257,1,25,Level 2,7,$409.06
WF_2020,Invoice Approval,5,TASK_2020,Escalation,Low,IT,EMP_41,12/1/2024 4:35,12/1/2024 9:16,216,281,1,65,Level 2,5,$323.60
WF_2021,IT Support Ticket,3,TASK_2021,Review,High,IT,EMP_102,10/29/2024 1:34,10/29/2024 5:25,112,231,1,119,Level 1,7,$74.79
WF_2022,HR Onboarding,4,TASK_2022,Approval,Critical,Finance,EMP_29,9/19/2024 23:10,9/20/2024 0:54,75,104,1,29,Level 1,7,$419.38
WF_2023,Invoice Approval,3,TASK_2023,Review,Critical,HR,EMP_61,6/16/2024 5:40,6/16/2024 9:48,169,248,1,79,Level 3,2,$425.42
WF_2024,IT Support Ticket,2,TASK_2024,Validation,Low,IT,EMP_91,12/9/2024 21:08,12/9/2024 23:08,116,120,1,4,Level 1,9,$495.29
WF_2025,HR Onboarding,5,TASK_2025,Escalation,Critical,Operations,EMP_126,1/20/2024 0:56,1/20/2024 2:31,15,95,1,80,Level 2,4,$454.59
WF_2026,IT Support Ticket,3,TASK_2026,Review,Low,Customer Service,EMP_25,8/6/2024 15:01,8/6/2024 17:25,67,144,1,77,Level 3,9,$122.98
WF_2027,HR Onboarding,4,TASK_2027,Approval,Low,HR,EMP_145,9/3/2024 14:09,9/3/2024 15:54,99,105,1,6,Level 2,9,$454.80
WF_2028,Invoice Approval,1,TASK_2028,Data Entry,High,Finance,EMP_31,7/15/2024 15:07,7/15/2024 18:05,86,178,1,92,Level 1,4,$169.40
WF_2029,Purchase Order,4,TASK_2029,Approval,Critical,Customer Service,EMP_105,12/16/2024 7:22,12/16/2024 8:29,10,67,1,57,Level 2,7,$394.25
WF_2030,IT Support Ticket,2,TASK_2030,Validation,High,Finance,EMP_1,7/23/2024 22:27,7/24/2024 1:15,96,168,1,72,Level 2,1,$249.36
WF_2031,Invoice Approval,1,TASK_2031,Data Entry,Critical,Finance,EMP_134,6/28/2024 5:08,6/28/2024 9:54,197,286,1,89,Level 1,8,$145.82
WF_2032,Invoice Approval,5,TASK_2032,Escalation,Critical,Finance,EMP_145,8/22/2024 5:02,8/22/2024 10:03,228,301,1,73,Level 2,4,$300.62
WF_2033,Customer Complaint,1,TASK_2033,Data Entry,Low,Customer Service,EMP_41,2/21/2024 18:37,2/21/2024 22:21,142,224,1,82,Level 2,6,$264.08
WF_2034,HR Onboarding,1,TASK_2034,Data Entry,High,IT,EMP_146,9/18/2024 12:23,9/18/2024 14:25,73,122,1,49,Level 2,5,$194.28
WF_2035,Customer Complaint,3,TASK_2035,Review,Medium,HR,EMP_75,10/30/2024 9:30,10/30/2024 12:57,99,207,1,108,Level 1,2,$335.59
WF_2036,Customer Complaint,5,TASK_2036,Escalation,Medium,Finance,EMP_21,6/27/2024 6:56,6/27/2024 10:37,164,221,1,57,Level 1,2,$173.17
WF_2037,Purchase Order,1,TASK_2037,Data Entry,High,Finance,EMP_104,9/6/2024 21:14,9/6/2024 21:49,40,35,0,0,Level 2,9,$88.28
WF_2038,Invoice Approval,3,TASK_2038,Review,High,HR,EMP_62,11/23/2024 3:33,11/23/2024 6:12,67,159,1,92,Level 2,9,$125.78
